,bp0,bp1,bp2,bp3,bq0,bq1,bq2,bq3,bst
0,0.0,0.10545147609097291,3.0637788981199665,0.16600173664514406,0.0,0.267233895209891,1.1306499560484826,0.6564960467995189,1.1456076923123406
1,0.0,0.10545147609097291,3.0102113679795792,0.16600173664514406,0.0,0.26612518616045,1.1306499560484826,0.7225775496662832,1.1277666732613496
2,0.0,0.12195003633611873,2.8794422626737846,0.16600173664514406,0.0,0.26612518616045,1.1306499560484826,0.7225775496662832,1.1277666732613496
3,0.0,0.09726429547326565,2.8794422626737846,0.16600173664514406,0.0,0.10867133857212669,1.4557305208510398,0.901857781410736,1.1277666732613496
4,0.0,0.09726429547326565,2.8952456350156575,0.19920693079420226,0.0,0.09546118204939966,1.5618597843565556,0.901857781410736,1.0765626520087115
5,0.0,0.08641641394755976,2.9672578816189032,0.19920693079420226,0.0,0.09546118204939966,1.5618597843565556,0.901857781410736,1.0765626520087115
6,0.0,0.09082791934629399,2.629522533516671,0.19920693079420226,0.0,0.10968793558085901,1.297417129758117,1.005609678681991,1.085547478509457
7,0.0,0.1002914242081376,2.210232103989983,0.19920693079420226,0.0,0.10968793558085901,1.297417129758117,0.9295939577751127,1.085547478509457
8,0.0,0.10300498790135704,2.210232103989983,0.19920693079420226,0.0,0.035806677312495566,1.6586177102146236,1.0128969040402165,1.0530928569797056
9,0.0,0.11052216537406938,2.1256021995831498,0.08963304879675209,0.0,0.035806677312495566,2.029247554805284,1.138733830585664,1.0530928569797056
10,0.0,0.14044366656255286,2.1256021995831498,0.08963304879675209,0.0,0.035806677312495566,2.029247554805284,1.138733830585664,1.0530928569797056
11,0.0,0.138691480894881,2.0865947579035153,0.08963304879675209,0.0,0.035806677312495566,1.9515863641318996,1.138733830585664,0.9919791596418387
12,0.0,0.1355947529113374,1.5183425195419433,0.08963304879675209,0.0,-0.027981232115614263,2.3410042891915923,1.138733830585664,0.9919791596418387
13,0.0,0.15864965308621926,1.5290855808079848,0.08963304879675209,0.0,-0.027981232115614263,2.3410042891915923,1.138733830585664,0.9565629355364463
14,0.0,0.15864965308621926,1.5290855808079848,0.08963304879675209,0.0,-0.027981232115614263,2.611016345976758,1.210812437036079,0.9565629355364463
15,0.0,0.16677654505176093,1.5290855808079848,0.08963304879675209,0.0,-0.027981232115614263,2.611016345976758,1.42644852648723,0.9420116012420304
16,0.0,0.17400595065726163,1.5290855808079848,0.04598269465012857,0.0,0.04874242023305042,3.565918945663026,1.4195608722244366,0.9420116012420304
17,0.0,0.17400595065726163,1.5290855808079848,0.08861512401952405,0.0,0.033247408272462226,3.458070507608382,1.4821279853930027,0.9420116012420304
18,0.0,0.191482480145492,1.5290855808079848,0.09991415995463698,0.0,0.033247408272462226,3.3173781227220425,1.6058961336173352,0.899786744672514
19,0.0,0.17457316732286143,1.9827124617554126,0.09991415995463698,0.0,0.033247408272462226,3.3173781227220425,1.7682463764034222,0.9974127175214507
20,0.0,0.12196878883050014,1.9827124617554126,0.19009695203954913,0.0,0.033247408272462226,3.3173781227220425,2.619423316906408,0.9035335147931673
21,0.0,0.12196878883050014,1.7570886841413729,0.19009695203954913,0.0,0.033247408272462226,2.8383453214262966,2.591745944913287,0.9035335147931673
22,0.0,0.12196878883050014,1.7570886841413729,0.19009695203954913,0.0,0.033247408272462226,2.8383453214262966,2.591745944913287,0.9035335147931673
23,0.0,0.10802436450353867,1.7570886841413729,0.14864185845345737,0.0,0.033247408272462226,2.945677859311521,2.718399681047617,0.8910650419553486
24,0.0,0.1186063656908211,1.2539131875666887,0.12640704040409742,0.0,0.033247408272462226,2.74367380520209,2.6994621435138026,0.9289617291083735
25,0.0,0.1186063656908211,1.2539131875666887,0.12640704040409742,0.0,0.033247408272462226,2.74367380520209,2.6994621435138026,0.9289617291083735
26,0.0,0.14756475975981387,1.2539131875666887,0.18739941535313123,0.0,-0.06989565808407418,2.74367380520209,2.239579942813549,0.9289617291083735
27,0.0,0.145248888005233,1.7218042416643669,0.18739941535313123,0.0,-0.06989565808407418,2.74367380520209,2.8575960400901192,0.9289617291083735
28,0.0,0.145248888005233,1.7218042416643669,0.18739941535313123,0.0,-0.06989565808407418,2.498379232839672,2.758761560581925,0.9289617291083735
29,0.0,0.145248888005233,1.8814043354619692,0.18739941535313123,0.0,-0.06989565808407418,3.106141595301419,2.895479145423552,0.9289617291083735
