,bp0,bp1,bp2,bp3,bq0,bq1,bq2,bq3,bst
30,0.0,0.11965007902216099,1.7906207514594654,0.1085449854602386,0.0,-0.06989565808407418,3.106141595301419,2.895479145423552,0.9289617291083735
31,0.0,0.10826587908302619,1.86584322035886,0.1085449854602386,0.0,-0.06989565808407418,3.106141595301419,2.895479145423552,0.9289617291083735
32,0.0,0.12911138285546442,1.7673496258671897,0.2319151438636601,0.0,-0.06989565808407418,3.106141595301419,2.895479145423552,0.9289617291083735
33,0.0,0.13985378167655402,1.7673496258671897,0.2319151438636601,0.0,-0.06989565808407418,3.106141595301419,2.55154144193194,0.8815352923866813
34,0.0,0.10866361574926522,1.7673496258671897,0.2319151438636601,0.0,-0.06989565808407418,3.0565790769356256,2.9973125314331996,0.8815352923866813
35,0.0,0.10975430468432619,1.9497022094778644,0.21209295655318267,0.0,-0.06989565808407418,3.3319385300190096,2.9973125314331996,0.8815352923866813
36,0.0,0.13386858015628925,1.9497022094778644,0.21209295655318267,0.0,-0.06989565808407418,3.3319385300190096,2.8976681150851107,0.8815352923866813
37,0.0,0.13386858015628925,1.9497022094778644,0.21209295655318267,0.0,-0.06989565808407418,3.050868393753755,2.8976681150851107,0.8815352923866813
38,0.0,0.13386858015628925,1.9497022094778644,0.1820148939841912,0.0,-0.06989565808407418,3.050868393753755,2.639209993310145,0.8815352923866813
39,0.0,0.13386858015628925,1.9497022094778644,0.1820148939841912,0.0,-0.06989565808407418,3.378991812909324,2.8394441145628844,0.8815352923866813
40,0.0,0.13386858015628925,1.9287185951855057,0.1820148939841912,0.0,-0.06989565808407418,3.378991812909324,2.8394441145628844,0.8815352923866813
41,0.0,0.12211219314120275,2.0040927102438286,0.2011065658012996,0.0,-0.08298981764544537,3.0407062286880393,2.8394441145628844,0.8815352923866813
42,0.0,0.14306329083758385,2.0040927102438286,0.20441836856289952,0.0,-0.08298981764544537,3.0407062286880393,2.8394441145628844,0.8815352923866813
43,0.0,0.15133845661412357,2.0040927102438286,0.20441836856289952,0.0,-0.08298981764544537,3.0407062286880393,2.5684042586894242,0.8641283774138603
44,0.0,0.15133845661412357,2.0040927102438286,0.20441836856289952,0.0,-0.08298981764544537,3.0407062286880393,2.5684042586894242,0.8641283774138603
45,0.0,0.15133845661412357,1.9377140094977623,0.20441836856289952,0.0,-0.08298981764544537,3.0407062286880393,2.955419015704983,0.8638045188473296
46,0.0,0.10984207843501984,1.9377140094977623,0.0928389889683255,0.0,-0.08298981764544537,3.0407062286880393,2.955419015704983,0.8638045188473296
47,0.0,0.10459980009821944,1.808818471584253,0.21290737075623478,0.0,-0.08298981764544537,3.0834250952157087,2.955419015704983,0.8638045188473296
48,0.0,0.10459980009821944,1.808818471584253,0.21290737075623478,0.0,-0.08298981764544537,2.581918696441237,2.955419015704983,0.8638045188473296
49,0.0,0.10459980009821944,1.808818471584253,0.21290737075623478,0.0,-0.08298981764544537,2.581918696441237,2.955419015704983,0.8544194816262277
