,bp1,bp3,bp4,bq1,bq8,bq9,bst
0,0.12090892745397555,1.7569836925209639,0.15584615977181884,-0.0028303768634810903,2.9553523762389227,2.7337129683494372,0.22498614489211938
1,0.12090892745397555,1.7569836925209639,0.15584615977181884,-0.08675619458518512,3.369164930064177,2.7226188975765626,0.22498614489211938
2,0.11658160166315842,1.7569836925209639,0.09378207190654467,-0.08675619458518512,3.1945705469921246,2.8638188567741065,0.22498614489211938
3,0.11658160166315842,1.7569836925209639,0.10978130028176881,0.0386977003393517,3.312983560261805,2.8638188567741065,0.22498614489211938
4,0.13939865287597572,1.8895455701070856,0.09683593572584259,0.024788071357121407,3.312983560261805,2.8638188567741065,0.22498614489211938
5,0.11801930749644031,1.8895455701070856,0.09683593572584259,-0.048829398346584646,3.312983560261805,2.537746493944267,0.22498614489211938
6,0.11801930749644031,1.8895455701070856,0.09683593572584259,-0.048829398346584646,3.312983560261805,2.3180693045653253,0.22498614489211938
7,0.17197280783824925,1.8895455701070856,0.09683593572584259,-0.016893380059130055,3.312983560261805,3.0761861789525473,0.22498614489211938
8,0.17197280783824925,1.9473350153762625,0.09683593572584259,-0.05366624055490957,3.326833804262415,3.0761861789525473,0.22498614489211938
9,0.1294021418225104,2.0722468631345796,0.09683593572584259,-0.05366624055490957,3.135513291285796,3.0761861789525473,0.22498614489211938
10,0.08428807169041111,1.9463130954141574,0.09683593572584259,-0.05366624055490957,3.135513291285796,3.365079783198647,0.22498614489211938
11,0.08428807169041111,1.9463130954141574,0.09683593572584259,-0.05366624055490957,3.0769739565218823,3.0838856234175305,0.22498614489211938
12,0.11415463116462399,1.7332520954716615,0.09683593572584259,-0.05366624055490957,3.0769739565218823,2.7871444173683897,0.22498614489211938
13,0.11415463116462399,1.7608193610736902,0.05122104966239454,-0.05366624055490957,3.0769739565218823,2.7871444173683897,0.22498614489211938
14,0.14334477361448,1.7608193610736902,0.09999344273072985,-0.05366624055490957,3.393748221123676,3.0089205518140325,0.22498614489211938
15,0.14334477361448,1.874154769670611,0.14726334957793427,-0.02532981666395053,3.3688016321692498,3.0089205518140325,0.22498614489211938
16,0.14334477361448,1.874154769670611,0.14726334957793427,-0.02532981666395053,3.3688016321692498,2.712931483349638,0.22498614489211938
17,0.14334477361448,1.7573793638772546,0.14726334957793427,-0.02532981666395053,3.3688016321692498,2.712931483349638,0.22498614489211938
18,0.13817548184398956,1.7573793638772546,0.14726334957793427,-0.02615801273502772,3.5091076535283188,2.712931483349638,0.22498614489211938
19,0.10921912767184547,1.7573793638772546,0.14726334957793427,-0.02615801273502772,3.326871345167245,2.5754231869874262,0.22498614489211938
20,0.10921912767184547,1.9230378484674215,0.14726334957793427,-0.08632074623846603,3.326871345167245,2.682325202176067,0.22498614489211938
21,0.13698599319100938,1.9230378484674215,0.14726334957793427,-0.08632074623846603,3.326871345167245,2.564905520848634,0.22498614489211938
22,0.0980015534432509,1.7328870609403537,0.09000951976539905,0.03994386817988621,3.580199140632517,2.564905520848634,0.14791254755197591
23,0.10666255044812308,1.7328870609403537,0.09000951976539905,0.03994386817988621,3.580199140632517,3.2012402271203775,0.14791254755197591
24,0.10666255044812308,1.8156394742681783,0.17712699171501914,-0.06549283028028816,3.580199140632517,3.296592086244583,0.14791254755197591
25,0.16904562163046932,1.8156394742681783,0.17712699171501914,-0.06549283028028816,3.8265627902979737,3.296592086244583,0.14791254755197591
26,0.16904562163046932,1.673293933895777,0.09667918961136977,-0.06549283028028816,3.5581138937494288,3.4118628474740222,0.14791254755197591
27,0.16904562163046932,1.3805624015120004,0.09667918961136977,-0.06549283028028816,3.5581138937494288,3.4118628474740222,0.14791254755197591
