Team,Player,month,m,x_1,x_2,Intercept,WPA,Cent%,BABIP,BB/K,LD%,GB%,Oppo%,FB%,HR/FB,Pull%
,,9,95,25,12,1,0.185,-0.007166667,-0.008166667,0.243333333,0.049833333,-0.094,0.005333333,0.043833333,-0.037833333,0.001833333
,Dansby Swanson,4,95,18,7,1,-0.661666667,0.089666667,-0.049166667,-0.16,0.072333333,-0.046666667,-0.054666667,-0.025666667,-0.079333333,-0.035166667
,,5,93,27,13,1,-0.201666667,-0.053333333,0.036833333,-0.22,0.015333333,-0.032666667,0.038333333,0.017333333,0.051666667,0.014833333
,,6,102,22,10,1,0.008333333,-0.026333333,-0.053166667,-0.06,-0.026666667,0.038333333,-0.059666667,-0.011666667,0.016666667,0.086833333
,,7,107,31,17,1,-0.121666667,-0.057333333,0.021833333,-0.06,-0.041666667,0.024333333,0.023333333,0.017333333,0.049666667,0.033833333
,,8,100,32,10,1,0.488333333,0.023666667,0.021833333,0.25,-0.009666667,0.008333333,0.026333333,0.001333333,-0.019333333,-0.050166667
,,9,100,32,10,1,0.488333333,0.023666667,0.021833333,0.25,-0.009666667,0.008333333,0.026333333,0.001333333,-0.019333333,-0.050166667
Miami Marlins,Jorge Soler,4,78,16,9,1,-0.18,0.013166667,0.042833333,-0.186666667,0.067166667,-0.054166667,-0.051166667,-0.012666667,-0.059666667,0.038
,,5,91,14,6,1,-0.67,0.093166667,-0.042166667,-0.286666667,-0.019833333,-0.014166667,-0.038166667,0.034333333,-0.083666667,-0.055
,,6,73,15,5,1,-0.71,-0.098833333,0.005833333,0.153333333,-0.058833333,0.094833333,0.017833333,-0.036666667,-0.059666667,0.082
,,7,72,17,9,1,0.23,0.002166667,-0.041166667,0.033333333,-0.025833333,-0.087166667,-0.026166667,0.112333333,0.078333333,0.023
,,8,96,24,11,1,0.77,-0.059833333,-0.007166667,0.283333333,0.011166667,0.010833333,0.006833333,-0.021666667,0.112333333,0.053
,,9,103,28,13,1,0.56,0.050166667,0.041833333,0.003333333,0.026166667,0.049833333,0.090833333,-0.075666667,0.012333333,-0.141
,Joey Wendle,4,83,26,11,1,0.991666667,-0.033833333,0.026166667,-0.141666667,0.0265,-0.068,0.142166667,0.040666667,0.045,-0.108333333
,,5,79,23,12,1,0.131666667,-0.096833333,-0.005833333,0.308333333,-0.0885,0.048,0.066166667,0.040666667,0.052,0.030666667
,,6,70,15,4,1,-0.098333333,0.006166667,-0.058833333,0.048333333,0.0595,-0.021,-0.050833333,-0.037333333,-0.014,0.045666667
,,7,56,17,6,1,0.011666667,0.065166667,0.120166667,-0.141666667,0.1355,-0.006,-0.077833333,-0.130333333,-0.091,0.011666667
,,8,85,21,6,1,0.021666667,-0.056833333,-0.063833333,-0.051666667,-0.0605,0.057,0.015166667,0.003666667,0.004,0.041666667
,,9,80,20,7,1,-1.058333333,0.116166667,-0.017833333,-0.021666667,-0.0725,-0.01,-0.094833333,0.082666667,0.004,-0.021333333
New York Mets,Pete Alonso,4,77,19,8,1,-0.481666667,-0.038,0.032333333,-0.178333333,0.012666667,-0.069,0.043666667,0.056166667,0.008,-0.004833333
,,5,60,14,7,1,-0.081666667,0.041,-0.010666667,0.291666667,0.004666667,0.013,-0.041333333,-0.016833333,-0.092,0.000166667
,,6,99,29,8,1,-0.001666667,0.016,0.031333333,0.021666667,-0.037333333,0.044,-0.026333333,-0.006833333,-0.021,0.010166667
,,7,104,26,14,1,-0.091666667,0.02,-0.055666667,-0.078333333,-0.004333333,-0.002,0.015666667,0.006166667,0.078,-0.035833333
,,8,107,28,11,1,0.848333333,0.033,0.021333333,-0.058333333,0.038666667,-0.013,0.013666667,-0.026833333,-0.01,-0.046833333
,,9,105,27,17,1,-0.191666667,-0.072,-0.018666667,0.001666667,-0.014333333,0.027,-0.005333333,-0.011833333,0.037,0.077166667
,Eduardo Escobar,4,99,25,13,1,-0.368333333,0.063333333,-0.0245,0.016666667,-0.044333333,0.017833333,-0.0645,0.027333333,0.040166667,0.001
,,5,114,25,9,1,-0.628333333,-0.012666667,-0.0275,-0.263333333,-0.017333333,0.000833333,-0.0135,0.015333333,0.011166667,0.026
,,6,88,24,8,1,0.421666667,-0.002666667,0.0455,-0.143333333,0.050666667,-0.062166667,0.0145,0.012333333,-0.009833333,-0.011
,,7,76,18,10,1,0.251666667,0.103333333,-0.0455,0.216666667,-0.038333333,0.018833333,-0.0535,0.019333333,0.072166667,-0.05
,,8,75,22,7,1,-0.048333333,-0.103666667,0.0845,-0.103333333,0.059666667,0.062833333,0.0605,-0.122666667,-0.086833333,0.043
,,9,88,20,8,1,0.371666667,-0.047666667,-0.0325,0.276666667,-0.010333333,-0.038166667,0.0565,0.048333333,-0.026833333,-0.009
Philadelphia Phillies,Bryce Harper,4,78,25,11,1,0.313333333,0.038,-0.112666667,0.181166667,-0.026166667,0.056,-0.045833333,-0.029,0.055666667,0.007833333
,,5,57,12,4,1,-1.346666667,-0.077,-0.103666667,-0.308833333,0.016833333,-0.01,0.104166667,-0.007,-0.153333333,-0.027166667
,,6,72,21,8,1,-0.016666667,0.054,-0.157666667,-0.218833333,-0.027166667,-0.108,0.032166667,0.135,-0.022333333,-0.086166667
,,7,84,28,14,1,0.123333333,0.008,-0.079666667,0.401166667,-0.004166667,0.12,-0.058833333,-0.116,-0.068333333,0.050833333
,,8,98,33,22,1,0.433333333,0.015,0.579333333,-0.325833333,0.014833333,-0.051,0.017166667,0.036,0.068666667,-0.032166667
,,9,89,27,16,1,0.493333333,-0.038,-0.125666667,0.271166667,0.025833333,-0.007,-0.048833333,-0.019,0.119666667,0.086833333
,J.T. Realmuto,4,73,24,8,1,0.343333333,0.0645,0.051166667,0.202,0.057,0.052833333,-0.003333333,-0.109833333,-0.003166667,-0.061
,,5,45,10,5,1,-0.396666667,-0.0185,0.091166667,-0.08,0.008,-0.063166667,0.019666667,0.055166667,0.024833333,-0.002
,,6,83,19,6,1,-0.436666667,-0.0535,-0.081833333,0.112,-0.031,0.067833333,0.031666667,-0.035833333,0.000833333,0.022
,,7,91,22,8,1,-0.106666667,-0.0205,-0.071833333,-0.118,-0.003,0.007833333,0.075666667,-0.004833333,0.016833333,-0.055
,,8,79,23,10,1,0.423333333,-0.0895,0.002166667,0.142,-0.039,-0.023166667,-0.051333333,0.062166667,-0.032166667,0.141
,,9,100,27,9,1,0.173333333,0.1175,0.009166667,-0.258,0.008,-0.042166667,-0.072333333,0.033166667,-0.007166667,-0.045
Washington Nationals,Josh Bell,4,53,6,4,1,-0.725,0.0405,-0.145166667,-0.375,-0.061666667,0.033333333,-0.029666667,0.028333333,-0.0745,-0.012
,,5,87,23,9,1,-0.355,0.0205,0.040833333,-0.395,-0.011666667,-0.042666667,0.108333333,0.054333333,-0.0185,-0.128
,,6,71,20,9,1,0.235,-0.0125,0.060833333,-0.135,0.062333333,-0.034666667,-0.041666667,-0.027666667,0.0515,0.054
,,7,87,25,10,1,-0.345,0.0105,0.028833333,-0.265,0.025333333,-0.020666667,-0.009666667,-0.004666667,0.0595,-0.001
,,8,94,25,9,1,0.465,-0.0035,-0.012166667,0.335,-0.015666667,0.019333333,-0.016666667,-0.003666667,0.0165,0.02
,,9,96,26,10,1,0.725,-0.0555,0.026833333,0.835,0.001333333,0.045333333,-0.010666667,-0.046666667,-0.0345,0.067
,Juan Soto,4,50,15,4,1,-0.426666667,0.020833333,-0.021666667,-0.378333333,0.055666667,-0.044,-0.026666667,-0.011333333,-0.071333333,0.005833333
,,5,87,22,4,1,-1.276666667,0.023833333,-0.045666667,-0.538333333,-0.013333333,0.076,0.010333333,-0.062333333,-0.113333333,-0.034166667
,,6,99,29,11,1,0.493333333,-0.026166667,0.006333333,-0.978333333,0.002666667,-0.008,0.035333333,0.004666667,-0.011333333,-0.009166667
,,7,90,32,12,1,0.133333333,-0.013166667,0.011333333,-0.208333333,-0.076333333,0.097,0.009333333,-0.021333333,0.211666667,0.003833333
,,8,74,21,8,1,0.193333333,0.021833333,-0.010666667,0.021666667,0.051666667,-0.1,-0.007666667,0.048666667,-0.027333333,-0.014166667
,,9,94,38,12,1,0.883333333,-0.027166667,0.060333333,2.081666667,-0.020333333,-0.021,-0.020666667,0.041666667,0.011666667,0.047833333
Chicago Cubs,Jason Heyward,4,79,16,7,1,0.085666667,-0.0725,0.010166667,-0.116666667,-0.005666667,-0.004333333,-0.016833333,0.0095,-0.004166667,0.089333333
,,5,47,7,4,1,-0.534333333,0.0165,-0.083833333,-0.136666667,0.015333333,-0.033333333,0.004166667,0.0175,0.062833333,-0.021666667
,,6,54,12,3,1,0.125666667,-0.0545,0.010166667,0.773333333,-0.004666667,0.051666667,0.028166667,-0.0465,-0.027166667,0.026333333
,,7,71,15,4,1,0.141666667,0.0455,0.015166667,-0.376666667,0.000333333,0.031666667,-0.010833333,-0.0315,-0.045166667,-0.033666667
,,8,47,13,4,1,-0.034333333,0.0495,0.077166667,0.053333333,0.107333333,-0.065333333,0.072166667,-0.0425,-0.104166667,-0.121666667
,,9,25,6,3,1,0.215666667,0.0155,-0.028833333,-0.196666667,-0.112666667,0.019666667,-0.076833333,0.0935,0.117833333,0.061333333
,Andrelton Simmons,4,45,12,4,1,-0.145,0.1275,0.0595,0.325,0.085,0.053166667,0.0365,-0.138166667,-0.033666667,-0.164
,,5,92,21,3,1,0.565,-0.0335,0.0105,-0.125,0.018,0.067166667,-0.0665,-0.085166667,0.120333333,0.1
,,6,67,17,4,1,-0.275,0.0785,0.0165,-0.225,0.005,-0.093833333,-0.0105,0.088833333,0.014333333,-0.068
,,7,80,13,1,1,-0.415,-0.0935,-0.0865,0.305,-0.048,-0.007833333,0.0605,0.055833333,-0.033666667,0.033
,,8,77,17,2,1,0.005,-0.0405,-0.0105,-0.155,-0.029,0.036166667,0.0595,-0.007166667,-0.033666667,-0.019
,,9,46,11,1,1,0.265,-0.0385,0.0105,-0.125,-0.031,-0.054833333,-0.0795,0.085833333,-0.033666667,0.118
Cincinnati Reds,Tyler Stephenson,4,39,14,3,1,-0.473333333,0.056,0.126666667,-0.395,-0.007833333,-0.007166667,-0.000666667,0.015166667,-0.019833333,-0.055333333
,,5,69,13,5,1,-0.653333333,0.004,-0.115333333,0.045,-0.030833333,0.091833333,0.036333333,-0.060833333,-0.053833333,-0.040333333
,,6,59,18,8,1,0.496666667,-0.017,-0.011333333,0.705,-0.024833333,0.080833333,-0.039666667,-0.056833333,0.155166667,0.056666667
,,7,59,19,3,1,0.726666667,-0.107,0.035666667,-0.145,0.026166667,-0.000166667,0.105333333,-0.025833333,-0.144833333,0.001666667
,,8,55,16,7,1,-0.063333333,0.027,-0.004333333,-0.215,0.026166667,-0.115166667,-0.095666667,0.089166667,0.141166667,0.068666667
,,9,59,16,4,1,-0.033333333,0.037,-0.031333333,0.005,0.011166667,-0.050166667,-0.005666667,0.039166667,-0.077833333,-0.031333333
,Kyle Farmer,4,46,8,3,1,0.408333333,0.0945,-0.0925,0.155,-0.014,-0.047,-0.115166667,0.061,-0.053,0.020666667
,,5,89,21,4,1,-0.381666667,-0.0175,-0.0425,0.025,0.004,0.005,0.053833333,-0.009,-0.005,-0.036333333
,,6,81,17,4,1,-0.681666667,-0.0495,-0.0465,-0.005,-0.054,0.077,0.042833333,-0.023,-0.075,0.006666667
,,7,81,32,13,1,0.888333333,-0.0445,0.1505,0.025,0.097,-0.044,0.046833333,-0.053,0.13,-0.002333333
,,8,100,24,8,1,-0.231666667,0.0565,-0.0205,-0.135,-0.043,0.002,-0.033166667,0.042,-0.059,-0.023333333
,,9,86,25,8,1,-0.001666667,-0.0395,0.0515,-0.065,0.01,0.007,0.004833333,-0.018,0.062,0.034666667
Milwaukee Brewers,Andrew McCutchen,4,77,13,3,1,-0.508333333,0.072833333,-0.072833333,0.0115,-0.028666667,0.155833333,-0.0745,-0.126166667,-0.1065,0.0015
,,5,97,22,10,1,-0.318333333,0.101833333,-0.036833333,-0.1385,-0.001666667,0.062833333,-0.0215,-0.061166667,0.0875,-0.0805
,,6,73,22,10,1,0.981666667,-0.030166667,-0.017833333,0.6315,-0.005666667,-0.035166667,0.0525,0.039833333,0.0405,-0.0225
,,7,82,20,11,1,0.341666667,-0.066166667,-0.053833333,0.0315,0.004333333,-0.033166667,-0.0525,0.028833333,0.0955,0.1185
,,8,58,9,4,1,-0.588333333,-0.023166667,-0.119833333,-0.1485,0.024333333,-0.083166667,0.1075,0.058833333,-0.0685,-0.0835
,,9,89,19,13,1,0.091666667,-0.055166667,0.301166667,-0.3875,0.007333333,-0.067166667,-0.0115,0.059833333,-0.0485,0.0665
,Hunter Renfroe,4,60,10,3,1,-0.453333333,0.113833333,-0.033,-0.059666667,0.023666667,0.017,0.068,-0.0405,-0.114666667,-0.182166667
,,5,91,29,14,1,-0.053333333,-0.087166667,-0.132,-0.041666667,0.026666667,-0.003,0.056,-0.0235,0.033333333,0.030833333
,,6,95,28,10,1,0.496666667,0.029833333,0.077,0.260333333,0.026666667,0.037,-0.042,-0.0625,0.005333333,0.012833333
,,7,83,17,8,1,-0.323333333,0.065833333,-0.001,-0.009666667,-0.001333333,0.051,-0.102,-0.0495,-0.043666667,0.036833333
,,8,83,23,16,1,-0.273333333,-0.105166667,0.003,-0.089666667,0.008666667,-0.043,0.02,0.0335,0.171333333,0.084833333
,,9,96,27,12,1,0.606666667,-0.017166667,0.086,-0.059666667,-0.084333333,-0.059,0,0.1425,-0.051666667,0.016833333
Pittsburgh Pirates,Bryan Reynolds,4,90,25,8,1,-0.008333333,-0.12,0.015333333,-0.027,0.078333333,-0.023166667,0.099,-0.055833333,-0.053333333,0.021
,,5,92,27,15,1,-0.488333333,0.007,0.028333333,-0.167,-0.097666667,0.073833333,0.064,0.024166667,0.046666667,-0.072
,,6,93,35,11,1,0.531666667,0.101,0.061333333,0.063,-0.041666667,0.045833333,-0.083,-0.003833333,0.105666667,-0.017
,,7,100,29,10,1,-0.448333333,0.075,-0.042666667,-0.325,0.036333333,-0.097166667,-0.018,0.061166667,-0.028333333,-0.056
,,8,90,23,10,1,0.001666667,-0.055,-0.062666667,0.123,0.010333333,-0.006166667,-0.031,-0.003833333,-0.042333333,0.086
,,9,88,26,11,1,0.411666667,-0.008,0.000333333,0.333,0.014333333,0.006833333,-0.031,-0.021833333,-0.028333333,0.038
,Kevin Newman,4,83,17,3,1,-0.04,0.01,-0.023166667,-0.216666667,-0.091333333,0.1395,-0.0485,-0.048333333,0.010166667,0.038333333
,,5,99,21,4,1,-0.43,0.002,-0.008166667,0.083333333,0.019666667,-0.0255,0.0365,0.005666667,-0.031833333,-0.037666667
,,6,82,17,3,1,0.11,-0.013,-0.015166667,0.423333333,0.061666667,-0.0125,-0.0135,-0.049333333,0.011166667,0.026333333
,,7,83,20,4,1,-0.16,-0.045,0.028833333,-0.516666667,0.026666667,0.0275,0.0095,-0.054333333,0.013166667,0.035333333
,,8,80,19,1,1,0.24,0.027,0.011833333,0.113333333,0.031666667,-0.0975,-0.0275,0.066666667,-0.000833333,0.000333333
,,9,82,19,5,1,0.28,0.019,0.005833333,0.113333333,-0.048333333,-0.0315,0.0435,0.079666667,-0.001833333,-0.062666667
St. Louis Cardinals,Nolan Arenado,4,102,26,12,1,-0.195,-0.001333333,0.030166667,-0.193333333,0.0035,-0.007833333,-0.050666667,0.003833333,-0.042,0.052
,,5,106,32,17,1,0.115,0.097666667,0.036166667,-0.023333333,0.0215,0.049166667,0.015333333,-0.070166667,0.034,-0.113
,,6,92,22,12,1,0.235,0.006666667,-0.023833333,0.186666667,0.0085,-0.073833333,0.014333333,0.065833333,-0.028,-0.021
,,7,86,23,8,1,-0.595,-0.105333333,0.016166667,0.136666667,-0.0315,-0.005833333,0.133333333,0.036833333,-0.039,-0.028
,,8,104,22,11,1,0.095,0.018666667,-0.034833333,-0.143333333,0.0205,0.037166667,-0.059666667,-0.058166667,0.03,0.041
,,9,96,25,11,1,0.345,-0.016333333,-0.023833333,0.036666667,-0.0225,0.001166667,-0.052666667,0.021833333,0.045,0.069
,Yadier Molina,4,65,21,10,1,1.08,0.037333333,0.061,0.001666667,0.007,-0.088333333,0.0075,0.081333333,0.130333333,-0.045
,,5,72,19,8,1,-0.2,-0.039666667,0.017,-0.198333333,0.07,-0.042333333,-0.0035,-0.027666667,0.017333333,0.043
,,6,76,14,3,1,-0.24,-0.069666667,-0.072,0.401666667,0.026,0.009666667,0.0035,-0.035666667,-0.077666667,0.066
,,7,74,18,1,1,-0.6,0.023333333,-0.008,-0.158333333,-0.06,0.110666667,-0.0175,-0.050666667,-0.029666667,-0.005
,,8,77,20,2,1,-0.1,0.002333333,0.016,0.031666667,0.008,0.017666667,0.0305,-0.025666667,-0.077666667,-0.033
,,9,69,18,6,1,0.06,0.046333333,-0.014,-0.078333333,-0.051,-0.007333333,-0.0205,0.058333333,0.037333333,-0.026
Arizona Diamondbacks,David Peralta,4,95,27,10,1,1.083333333,0.062333333,0.001166667,0.19,0.035666667,-0.037666667,-0.009833333,0.002,0.0595,-0.052166667
,,5,99,23,11,1,-0.566666667,-0.086666667,-0.020833333,-0.15,-0.019333333,0.058333333,0.051166667,-0.038,-0.0205,0.035833333
,,6,76,18,5,1,-0.516666667,0.091333333,-0.016833333,0.12,-0.025333333,0.006333333,-0.055833333,0.02,-0.0765,-0.036166667
,,7,69,16,6,1,0.153333333,-0.074666667,-0.019833333,0.25,0.037666667,-0.068666667,0.018166667,0.03,-0.0135,0.056833333
,,8,68,22,5,1,0.003333333,-0.007666667,0.086166667,-0.35,0.015666667,-0.004666667,-0.041833333,-0.011,-0.0055,0.048833333
,,9,72,17,8,1,-0.156666667,0.015333333,-0.029833333,-0.06,-0.044333333,0.046333333,0.038166667,-0.003,0.0565,-0.053166667
,Pavin Smith,4,83,22,10,1,-0.488333333,0.045333333,-0.008333333,-0.06,-0.025166667,0.034333333,-0.01,-0.009833333,0.000333333,-0.035166667
,,5,111,34,9,1,1.141666667,-0.043666667,0.035666667,5.55E-17,0.045833333,0.005333333,0.041,-0.050833333,-0.014666667,0.002833333
,,6,87,20,4,1,-0.508333333,0.018333333,-0.037333333,0.07,-0.001166667,0.005333333,-0.003,-0.003833333,-0.049666667,-0.015166667
,,7,65,17,9,1,0.121666667,-0.012666667,-0.021333333,0.22,0.003833333,-0.034666667,-0.082,0.031166667,0.140333333,0.094833333
,,8,91,23,4,1,-0.238333333,0.063333333,-0.002333333,-0.17,0.034833333,-0.049666667,-0.038,0.015166667,-0.052666667,-0.025166667
,,9,57,15,5,1,-0.028333333,-0.070666667,0.033666667,-0.06,-0.058166667,0.039333333,0.092,0.018166667,-0.023666667,-0.022166667
Colorado Rockies,Kris Bryant,4,87,28,16,1,-0.11,0.015,0.057333333,0.115,-0.001833333,-0.009333333,-0.033166667,0.0115,0.099166667,0.019166667
,,5,98,32,12,1,0.48,-0.046,0.086333333,-0.035,0.037166667,-0.013333333,0.038833333,-0.0235,0.015166667,0.007166667
,,6,79,9,4,1,-0.87,0.102,-0.184666667,-0.145,-0.043833333,0.074666667,-0.086166667,-0.0305,-0.011833333,-0.015833333
,,7,62,18,7,1,0.12,0.021,0.044333333,0.045,0.071166667,0.012666667,-0.001166667,-0.0845,0.044166667,-0.020833333
,,8,89,25,12,1,0.85,-0.113,-0.007666667,-0.085,-0.046833333,-0.135333333,0.067833333,0.1825,-0.019833333,0.045166667
,,9,93,22,8,1,-0.47,0.021,0.004333333,0.105,-0.015833333,0.070666667,0.013833333,-0.0555,-0.126833333,-0.034833333
,Charlie Blackmon,4,76,14,7,1,-0.663333333,-0.091666667,-0.094666667,0.23,-0.03,0.003666667,-0.005333333,0.025333333,-0.053833333,0.096833333
,,5,84,26,7,1,1.366666667,-0.023666667,0.028333333,0.28,0.037,-0.026333333,-0.013333333,-0.010666667,-0.010833333,0.036833333
,,6,90,26,4,1,-0.513333333,0.038333333,0.033333333,0.26,-0.073,0.100666667,0.036666667,-0.027666667,-0.053833333,-0.075166667
,,7,87,27,8,1,0.256666667,0.106333333,0.028333333,-0.32,0.014,0.008666667,-0.009333333,-0.021666667,-0.010833333,-0.096166667
,,8,85,20,7,1,-0.423333333,0.022333333,-0.072666667,-0.16,0.013,0.006666667,-0.024333333,-0.019666667,0.088166667,0.001833333
,,9,84,24,9,1,-0.023333333,-0.051666667,0.077333333,-0.29,0.039,-0.093333333,0.015666667,0.054333333,0.041166667,0.035833333
LA Dodgers,Freddie Freeman,4,93,22,10,1,-0.26,0.072166667,-0.103833333,0.39,-0.038666667,-0.0575,-0.034166667,0.0965,0.015,-0.038
,,5,90,21,8,1,-0.84,0.182166667,-0.060833333,0.12,0.021333333,-0.0175,-0.046166667,-0.0025,0.03,-0.136
,,6,108,33,10,1,0.54,-0.022833333,0.049166667,-0.4,0.036333333,-0.0275,-0.045166667,-0.0095,-0.005,0.068
,,7,97,36,9,1,1.22,-0.043833333,0.070166667,0.48,0.006333333,0.0465,0.021833333,-0.0525,0.064,0.022
,,8,103,32,9,1,-0.55,-0.109833333,0.003166667,-0.34,0.000333333,0.0145,0.091833333,-0.0155,-0.018,0.018
,,9,103,33,12,1,-0.11,-0.077833333,0.042166667,-0.25,-0.025666667,0.0415,0.011833333,-0.0165,-0.086,0.066
,Trea Turner,4,86,26,10,1,0.113666667,-0.038,-0.016333333,-0.231666667,0.019666667,0,-0.0145,-0.0195,0.1355,0.052166667
,,5,115,35,9,1,-0.076333333,0.075,-0.017333333,0.018333333,-0.012333333,0.004,0.0065,0.0075,-0.0395,-0.082833333
,,6,113,39,12,1,-0.056333333,-0.099,0.036666667,0.108333333,0.046666667,-0.018,0.0345,-0.0285,-0.0215,0.065166667
,,7,74,25,7,1,0.303666667,0.047,-0.005333333,-0.011666667,0.007666667,-0.009,0.0535,0.0005,0.0255,-0.099833333
,,8,91,29,10,1,-0.326333333,0.008,-0.001333333,-0.041666667,0.019666667,-0.024,-0.0535,0.0055,-0.0875,0.046166667
,,9,106,36,13,1,0.041666667,0.007,0.003666667,0.158333333,-0.081333333,0.047,-0.0265,0.0345,-0.0125,0.019166667
San Diego Padres,Manny Machado,4,100,24,6,1,0.096666667,-0.044333333,-0.017833333,0.058333333,-0.038166667,0.079833333,0.007666667,-0.041333333,-0.045166667,0.0375
,,5,76,17,10,1,0.346666667,-0.040333333,-0.044833333,-0.001666667,-0.020166667,-0.005166667,0.032666667,0.024666667,-0.033166667,0.0075
,,6,91,28,10,1,-0.113333333,-0.057333333,0.006166667,-0.121666667,0.083833333,-0.038166667,0.032666667,-0.045333333,0.058833333,0.0245
,,7,89,33,17,1,0.486666667,0.052666667,0.066166667,0.348333333,0.001833333,-0.016166667,-0.076333333,0.014666667,0.093833333,0.0235
,,8,107,25,7,1,-0.763333333,0.011666667,-0.018833333,-0.361666667,0.022833333,-0.067166667,-0.003333333,0.043666667,-0.069166667,-0.0085
,,9,96,29,11,1,-0.053333333,0.077666667,0.009166667,0.078333333,-0.050166667,0.046833333,0.006666667,0.003666667,-0.005166667,-0.0845
,Fernando Tatis Jr.,4,78,17,10,1,-0.66,-0.0685,-0.054666667,-0.1,-0.020333333,0.010666667,-0.010166667,0.0095,0.024166667,0.078833333
,,5,68,24,14,1,0.57,-0.0625,0.030333333,0.29,-0.002333333,0.097666667,0.038833333,-0.0955,0.219166667,0.022833333
,,6,90,27,16,1,0.75,0.0315,0.036333333,0.02,0.008666667,0.004666667,-0.070166667,-0.0135,0.091166667,0.038833333
,,7,91,25,12,1,0.29,0.0425,0.041333333,-0.14,0.038666667,-0.052333333,-0.089166667,0.0135,-0.103833333,0.046833333
,,8,57,13,10,1,-0.15,0.1025,-0.075666667,-0.1,-0.015333333,-0.043333333,-0.001166667,0.0585,-0.065833333,-0.101166667
,,9,91,25,9,1,-0.8,-0.0455,0.022333333,0.03,-0.009333333,-0.017333333,0.131833333,0.0275,-0.164833333,-0.086166667
San Fransisco Giants,Brandon Crawford,4,73,15,6,1,0.166666667,0.019833333,-0.109333333,-0.405,-0.016333333,0.026,-0.0635,-0.009666667,0.0255,0.043666667
,,5,77,23,12,1,0.506666667,-0.078166667,-0.013333333,0.015,-0.011333333,-0.003,-0.0595,0.014333333,0.1235,0.137666667
,,6,80,19,11,1,-0.393333333,0.081833333,-0.088333333,-0.245,-0.067333333,-0.033,-0.0495,0.100333333,0.0375,-0.032333333
,,7,55,25,7,1,0.176666667,0.023833333,0.156666667,0.515,0.093666667,-0.129,0.0875,0.035333333,-0.1135,-0.111333333
,,8,96,28,8,1,-0.483333333,-0.017166667,0.017666667,-0.305,-0.007333333,0.034,0.0165,-0.027666667,-0.1245,0.000666667
,,9,91,32,12,1,0.026666667,-0.030166667,0.036666667,0.425,0.008666667,0.105,0.0685,-0.112666667,0.0515,-0.038333333
,Mike Yastrzemski,4,79,17,11,1,-0.25,-0.006166667,0.0275,-0.061666667,-0.0235,0.114,-0.025833333,-0.090333333,0.049,0.032
,,5,78,17,12,1,-0.02,-0.088166667,-0.0055,0.408333333,-0.0225,0.026,0.072166667,-0.003333333,-0.093,0.016
,,6,63,15,8,1,0.65,0.020833333,-0.0115,-0.041666667,-0.0235,-0.07,0.059166667,0.092666667,-0.019,-0.08
,,7,93,22,10,1,0.23,-0.082166667,-0.0245,-0.011666667,-0.0035,-0.011,-0.032833333,0.014666667,0.038,0.115
,,8,86,17,7,1,-0.52,0.096833333,-0.0275,-0.241666667,0.0595,0.026,-0.005833333,-0.085333333,0.005,-0.091
,,9,60,15,7,1,-0.09,0.058833333,0.0415,-0.051666667,0.0135,-0.085,-0.066833333,0.071666667,0.02,0.008
