,0,1,2
0,0.0005313355717549382,0.00014774381760971912,1.4848051871669972
1,,,1.4848051871669972
2,,,1.4848051871669972
3,1.1608356770735653e-05,2.9504803204643936e-06,1.4848051871669972
4,,,1.4848051871669972
5,,,1.4848051871669972
6,,,1.4848051871669972
7,,,1.4848051871669972
8,,,1.4848051871669972
9,,,1.4848051871669972
10,,,1.4848051871669972
11,,,1.4848051871669972
12,0.024415562054978697,0.009526618942881256,1.4848051871669972
13,0.0001752700296999838,3.870305340125307e-05,1.4848051871669972
14,0.4260820380534053,0.12246918236981646,1.4848051871669972
15,,,1.4848051871669972
16,7.304730534665954e-05,1.3239765977917628e-05,1.4848051871669972
17,,,1.4848051871669972
18,0.1714718874558171,0.030935637896984475,1.4848051871669972
19,0.001969115475673891,0.0005514779757466706,1.4848051871669972
20,,,1.4848051871669972
21,,,1.4848051871669972
22,2.9304225260445437e-08,7.557410682464109e-08,1.4848051871669972
23,,,1.4848051871669972
24,6.061616365910847e-09,2.023274048975595e-09,1.4848051871669972
25,0.0003151618179445969,5.8382091086433404e-05,1.4848051871669972
26,,,1.4848051871669972
27,,,1.4848051871669972
28,,,1.4848051871669972
29,,,1.4848051871669972
30,1.9079445170739857,0.4337618540569093,1.4848051871669972
31,,,1.4848051871669972
32,7.575786013545517,,1.4848051871669972
33,,,1.4848051871669972
34,2.1823749839919955e-06,1.159071377953969e-06,1.4848051871669972
35,,,1.4848051871669972
36,,,1.4848051871669972
37,0.003348718074140074,0.0006052228027084235,1.4848051871669972
38,,,1.4848051871669972
39,,,1.4848051871669972
40,6.733449519005754e-08,2.3470621476554206e-08,1.4848051871669972
41,,,1.4848051871669972
42,,,1.4848051871669972
43,,,1.4848051871669972
44,0.00025816521408953693,4.674104537065396e-05,1.4848051871669972
45,0.04562544517204893,0.008235447362863387,1.4848051871669972
46,2.467557644785115e-09,5.5740042626035e-10,1.4848051871669972
47,0.006342783751600784,0.0024523860803262326,1.4848051871669972
48,,,1.4848051871669972
49,,,1.4848051871669972
50,,,1.4848051871669972
51,,,1.4848051871669972
52,,,1.4848051871669972
53,0.0011215878340463015,0.00020703533305090128,1.4848051871669972
54,,,1.4848051871669972
55,,,1.4848051871669972
56,,,1.4848051871669972
57,,,1.4848051871669972
58,,,1.4848051871669972
59,0.00044700352006611036,0.00016948058282382366,1.4848051871669972
60,,,1.4848051871669972
61,,,1.4848051871669972
62,,,1.4848051871669972
63,0.004039553056728767,0.0007432142898939097,1.4848051871669972
64,,,1.4848051871669972
65,,,1.4848051871669972
66,0.6520771599043521,0.1175947713189819,1.4848051871669972
67,,,1.4848051871669972
68,,,1.4848051871669972
69,,,1.4848051871669972
70,0.12561841896112796,0.028340695935566495,1.4848051871669972
71,0.014721909208254797,0.0027002935274098925,1.4848051871669972
72,,,1.4848051871669972
73,,,1.4848051871669972
74,,,1.4848051871669972
75,,,1.4848051871669972
76,,,1.4848051871669972
77,,,1.4848051871669972
78,,,1.4848051871669972
79,5.971930292072101e-05,1.1442029437266457e-05,1.4848051871669972
80,,,1.4848051871669972
81,,,1.4848051871669972
82,,,1.4848051871669972
83,,,1.4848051871669972
84,,,1.4848051871669972
85,0.0027894540969461714,0.0005372565174701902,1.4848051871669972
86,0.0023363491900246017,0.0005205631552581551,1.4848051871669972
87,7.304730534665954e-05,1.3239765977917628e-05,1.4848051871669972
88,,,1.4848051871669972
89,,,1.4848051871669972
90,,,1.4848051871669972
91,6.733449519005754e-08,2.3470621476554206e-08,1.4848051871669972
92,,,1.4848051871669972
93,0.10887722644477463,0.03110453000161651,1.4848051871669972
94,,,1.4848051871669972
95,,,1.4848051871669972
96,,,1.4848051871669972
97,,,1.4848051871669972
98,,,1.4848051871669972
99,0.560862435837301,0.10878122324474324,1.4848051871669972
100,,,1.4848051871669972
101,,,1.4848051871669972
102,,,1.4848051871669972
103,,,1.4848051871669972
104,,,1.4848051871669972
105,,,1.4848051871669972
106,,,1.4848051871669972
107,0.004800105903364367,0.0045216797335673724,1.4848051871669972
108,1879.5369779086789,1183.1531800343869,1.4848051871669972
109,4.0780586289445223e-10,7.690850089355662e-11,1.4848051871669972
110,,,1.4848051871669972
111,,,1.4848051871669972
112,,,1.4848051871669972
113,8.250351709600171e-10,1.866104749748507e-09,1.4848051871669972
114,2.542402278049065e-08,6.154600687903552e-09,1.4848051871669972
115,,,1.4848051871669972
116,2.1776967764985575,0.42309238469986443,1.4848051871669972
117,,,1.4848051871669972
118,1.3893828670342393e-05,3.039095863687897e-06,1.4848051871669972
119,1.018100494489508e-11,2.4539186340436045e-12,1.4848051871669972
120,,,1.4848051871669972
121,,,1.4848051871669972
122,2.5812059518176716e-05,4.819331465141607e-06,1.4848051871669972
123,6.342729207414227e-05,0.0001953925744667724,1.4848051871669972
124,,,1.4848051871669972
125,,,1.4848051871669972
126,2.093542285616747e-05,3.7993145803740643e-06,1.4848051871669972
127,,,1.4848051871669972
128,,,1.4848051871669972
129,,,1.4848051871669972
130,,,1.4848051871669972
131,0.004039553056728767,0.0007432142898939097,1.4848051871669972
132,0.04562544517204893,0.008235447362863387,1.4848051871669972
133,4.2867466501903455e-07,8.160529755740147e-08,1.4848051871669972
134,0.014000953854879938,1.8834794793030785,1.4848051871669972
135,,,1.4848051871669972
136,,,1.4848051871669972
137,,,1.4848051871669972
138,0.0023363491900246017,0.0005205631552581551,1.4848051871669972
139,,,1.4848051871669972
