,w = 0.1,w = 0.3,w = 0.5,w = 0.7,w = 0.9
0,,0.6648169850591918,0.6662745326534918,0.6702007426017622,0.6754649654239832
1,0.6688902911604341,0.6667635924082385,0.6697634879115038,0.6698095498830258,0.6701046966780777
2,0.6656726433740756,0.667509478038984,0.6711848808996638,0.6665587116378613,0.6711932386446472
3,,0.6652811445724379,0.6657152074855992,0.6702777607047703,0.6719456518023181
4,0.6713421709650782,0.6644677505384814,0.6714545028805962,0.6696099691233384,0.6623212362125298
5,0.6669073146206943,0.6697506600746502,0.6641148308455646,0.6627801563451104,0.6728075789071041
6,0.6669677393321445,0.6692655082384688,0.6622609106192947,0.6655512494860717,0.6652867849473142
7,0.6677393304280408,0.6681425707759008,0.6634119500611991,0.6676840630892164,0.6737660743397006
8,0.6693185980337756,0.667517906031754,0.6626871683468165,0.672169378410834,0.6691800942177342
9,0.665865413528474,0.6680383557943476,0.6685980525682163,0.6656661874322942,0.6657027414138662
10,0.6662450855456616,0.6698577694852713,0.669992456453866,0.6677515473885558,0.6656978067384418
11,0.6676772276660297,0.6650265769389638,0.6677544728111856,0.6656973633170801,0.6713948894859948
12,,0.6681452416388317,0.6651643187990425,0.6645256390875373,0.6609046159210116
13,0.6684069829629765,0.6705919326501921,0.6656465726054602,0.6706872228105275,0.6754649654239832
14,,0.6649619679573899,0.666006131820797,0.6715707547632772,0.675667471416408
15,0.6691085058998528,0.6639417785489383,0.6695417997794325,0.665325537403915,0.6772757528554707
16,,0.6626389071588277,0.6639899101646346,0.6676353820432814,0.6610503851136704
17,,0.672798078741219,0.6644818455469879,0.6689485329202678,0.6657027414138662
18,0.668110563822058,0.6659852771508549,0.6674240948740203,0.6691602733304617,20025344.621369924
19,0.6701331002640077,0.6622585343413226,0.6714770630138095,0.6712329804793249,0.6699322071328422
20,0.6675945365839943,0.6664623617815547,0.6722019108447435,0.6611620143543958,0.6683373672633051
21,0.6646525384018749,0.6675036653896891,0.6708989781340966,0.6683382429174278,0.6674239248122286
22,0.667164995253206,0.6641163148360661,0.665213789962278,0.6671930790173366,0.6730281121172134
23,,0.6623131067986864,0.668438994367131,0.6655434809730528,0.6705404112837479
24,,0.6661525379369605,0.6650263630571839,0.6683656850819291,0.6735277407458814
25,0.6696929199566845,0.6666698505662204,0.6712338367140563,0.6667947536808018,0.6685899056244144
26,,0.6685216426203167,0.6642953323320501,0.6562678654541109,0.6747333986344322
27,0.6653194033809122,0.6687561136748496,0.6665779468568704,0.6690440060899535,0.6677582078919212
28,0.6657892083106443,0.6649617911394029,0.6674058365968295,0.6700395755217077,0.6727001337910582
29,0.666600345118536,0.6661571084903706,0.6666568780444038,0.6666723972205455,0.6730278949153877
